" You have done a fantastic job Andrej, wish you all the best for the future! (unless you join a Tesla competitor 😅)",0.44166666666666665,0.4666666666666666,Positive
" That's why the head of autopilot quit. Btw, I never want a car with so much software dependencies like Tesla. Cool tech, but it is sensitive to public and self safety. The less software the better for me.",0.3972222222222222,0.1638888888888889,Positive
"   Poenget mitt er bare at med adaptiv cruise, en aerodynamisk elbil vil du bruke forsvinnende lite energi enten det er høy eller lav hastighet, ref Mercedes og Tesla, kontra en forbrenningsmotor som er ubrukelig om den ikke går konstant på optimalt turtall",0.1,0.05,Positive
"Who said that a tesla MX use lot of energy 😃. Just be light we right foot 😃
I was not slow, I arrive 15 minutes sooner at work 😃 ",0.5452380952380952,0.2785714285714286,Positive
"Aerial photography shows that Shanghai Luchao Port has parked a large number of Tesla EV

Shanghai Europe Tesla EV ElectricVehicles",0.42857142857142855,0.21428571428571427,Positive
"Hyundai Ioniq 6 range revealed, and it seriously challenges Tesla - 

A number of Hyundai Ioniq 6 specs have been confirmed by the South Korean brand ahead of orders opening for its latest fully electric vehicle later this year – and this EV's impre... ",0.6416666666666666,0.14166666666666666,Positive
"Hyundai Motor launches first electric sedan, taking on Tesla ",0.3333333333333333,0.25,Positive
"Es que la competencia ...Elon Musk lleva años siendo quien más coches eléctricos vende con Tesla, hasta que llegó la empresa apoyada por Warren Buffet  a través de ",0.0,0.0,Neutral
"Sosyal medya şirketi Twitter, yaklaşık 44 milyar dolarlık satın alma anlaşmasını feshettiği için Tesla ve SpaceX CEO'su Elon Musk'a dava açtı
",0.0,0.0,Neutral
 can’t pay me to drive a Tesla even though they’re pretty cool looking electric cars are one small step towards planetary survival. His dancing is cringe 😬. I’ll leave the offer open. Not for less than 1 million in Benjamin’s will I drive a Tesla car. I’ll get a BMW.,0.5233333333333333,0.03666666666666667,Positive
AXS lanza hoy su ETF en corto sobre Tesla. Es de los primeros Single-Stock ETF en llegar a los Estados Unidos 🤯 ,0.0,0.0,Neutral
 hm cba nabung dikit2 smpe bisa hadiahin ak tesla 😔,0.0,0.0,Neutral
Op vakantie met een elektrische auto veel mensen durven het nog niet aan. Maar toch kan het! Zo is Matthieu met de Tesla naar Italië gereden. Wil je weten hoe de reis is gegaan  ,0.0,0.0,Neutral
  _UK  _es please 🐶🐾,0.0,0.0,Neutral
Hyundai casts new Ioniq 6 sedan as a Tesla Model 3 rival ,0.45454545454545453,0.13636363636363635,Positive
Tesla loses top AI executive who led Autopilot vision team ,0.3,0.1,Positive
 Y si no tienes un tesla pues tu perro acabará muriendo,0.0,0.0,Neutral
"""Elon, my Tesla drove straight into a wall that was painted to look like a tunnel""

""You forgot to install v14.82 Medium Beta and compile the Fake Tunnel libraries. Full Self Driving by the end of next month"" ",0.4875,0.012499999999999997,Positive
" Vooral al die belasting betalers die nu bij Amazon, Microsoft en Tesla werken.",0.0,0.0,Neutral
_seydel More seriously. The mini Tesla model of my real car. The only difference is mine has no chrome. And behind a little reading.😄 ,0.6111111111111112,-0.03680555555555556,Negative
" _terra  Point is, nothing to do with 45. And Tesla was just a fledgling back in 2009. Model S wasn’t even being produced. Musk would have lost some money but not that much.",0.1,0.1,Positive
Panasonic to Build $4 Billion Tesla EV Battery Plant in Kansas: Details ,0.0,0.0,Neutral
"       No one has managed it on Tesla yet for the likes of rear heated seats or the acceleration boost (without hardware).

I don't doubt hackers will manage it eventually but in a world of OTA updates on cars it will just be rolled back or block you from updates like a hacked console.",0.0,0.0,Neutral
"Tesla pierde a Andrej Karpathy, el genio detrás de la conducción autónoma total  ",0.75,0.0,Neutral
"Hyundai Ioniq 6 Sedan first electric Car launched, compete with Tesla, See pics ",0.3333333333333333,0.25,Positive
" ""You're buying an electric car. Do you A: buy a Tesla mod..""
""B!""",0.4,0.25,Positive
"Hyundai launches Ioniq 6 electric sedan, taking on Tesla  ",0.0,0.0,Neutral
  THIS is the main thing that may sway me towards Telsa as my next car....,0.16666666666666666,0.08333333333333333,Positive
" From an engineering and cost perspective, the 4680 structural pack coupled with mega castings is a real problem for ""competitors"". Tesla's margins when they hit stride will be something to behold. Mechanical seperation will make recycling easy.",0.5666666666666667,0.31666666666666665,Positive
_tuma ご馳走様でした😋,0.0,0.0,Neutral
"Panasonic new factory in Kansas to produce batteries for Tesla, EVs ",0.45454545454545453,0.13636363636363635,Positive
Tesla's head of AI and Autopilot is leaving the company after 5 years via /r/technology  ,0.0,0.0,Neutral
_no_TUNO あそこのスロバーなんでもあるじゃないですか！！(っ`ω´c)ｱｯｱｯ💕,0.0,0.0,Neutral
"RaviVisvesvarayaSharadaPrasad    Panasonic picks Kansas for Tesla EV battery plant, state puts investment at $4 billion",0.0,0.0,Neutral
_CREADOR Nico!!!,0.0,0.0,Neutral
" _de  Wobei, wenn er wirklich auf Anstoß fährt und dann noch gegen das Wetter kann das schon 40 kw/h werden. Von 180/190 auf 233 kostet ihn richtig Power. Da schaltet teilweise die Klima sich sogar aus. Der fängt bei warmen Wetter auch mal an sich nach oben  zu begrenzen.",0.0,0.0,Neutral
"Tesla's Director of AI is leaving the company (Updated) 

tech technology geek",0.0,0.0,Neutral
"Hyundai Motor launches first electric sedan, taking on Tesla ",0.3333333333333333,0.25,Positive
" If only in Indonesia, Tesla's standard sales price was only 200 million, surely many Teslas would buy it. Of course, I also really want to have an electric car, even though the type or type is quite simple.",0.5095238095238096,0.11666666666666665,Positive
Panasonic to Build $4 Billion Tesla EV Battery Plant in Kansas: Details Breaking News 2022 ,0.0,0.0,Neutral
"If only in Indonesia, Tesla's standard sales price was only 200 million, surely many Teslas would buy it. Of course, I also really want to have an electric car, even though the type or type is quite simple. ",0.5095238095238096,0.11666666666666665,Positive
Tesla Gigafactory Texas 13 July 2022 Cyber Truck &amp; Model Y Factory Const...  via    $TSLA,0.0,0.0,Neutral
Panasonic to Build $4 Billion Tesla EV Battery Plant in Kansas: Details ,0.0,0.0,Neutral
SHARES OF TESLA DOWN ALMOST 1% IN EXTENDED TRADE AFTER SENIOR AI EXEC STEPS DOWN,0.2888888888888889,-0.15555555555555559,Negative
  What about then when batteries will get/be empty while owner is away from car? And there is no possibility to charge the battery.,0.5,-0.1,Negative
"TESLA’S DIRECTOR OF ARTIFICIAL INTELLIGENCE ANDREJ KARPATHY SAYS HE IS LEAVING THE COMPANY

ANDREJ KARPATHY RESIGNS AFTER 5 YEARS, SAYS “A DIFFICULT DECISION TO PAWAYS” – TWEET",1.0,-0.55,Negative
"_net   _oo Klar. Aber die Kosten gehen nicht linear hoch. Tesla megapack 3MWh Kosten rund 1 Mio€

",0.0,0.0,Neutral
Sevdiklerime tesla araba hediye edebilecegim 1 hayat✨🙏🤍🤍🙏🙏🙏,0.0,0.0,Neutral
"Twitter's Legal Team Unleashes on Elon Musk, as it Moves to Force Musk to Complete Takeover Deal 
Twitter is not happy, and it has a long list of grievances with the billionaire Tesla chief.

  ",0.5,-0.03749999999999999,Negative
"Andrej Karpathy, who devised Tesla’s AI and driver-assist tech, is leaving, per Reuters, as CEO  aims for full self-driving in 2022. Karpathy's departure ""reflects challenges to Tesla progress in FSD/robotaxi,” Credit Suisse said. Tesla (NASDAQ:TSLA) fell to $711.12.",0.55,0.35,Positive
 if Andrej has left doesn’t that mean Tesla is nowhere near autonomous cars? Please explain.,0.44687499999999997,0.04687500000000001,Positive
🟢 El mejor inventor: ¿Nikola Tesla o Thomas Edison? ,0.0,0.0,Neutral
" Not your keys, not your lambo

Wen 1  =
         1 ",0.0,0.0,Neutral
"Tesla AI leader Andrej Karpathy announces he's leaving the company



ai tech artficialintelligence trends",0.0,0.0,Neutral
 Whit all these cameras Looks more like self driving tesla car in crash mode.,0.5,0.5,Positive
"   Cześć, masz jakaś stronę która gromadzi wyniki firm w jednym miejscu? Pozdrawiam!",0.4,-0.25,Negative
_CREADOR Buenos días Maestrooooooo,0.0,0.0,Neutral
 Panasonic to build $4bn battery plant in Kansas to meet Tesla demand  Via  RaviVisvesvarayaSharadaPrasad,0.0,0.0,Neutral
 Head of Tesla’s Autopilot team announces his departure  Via  RaviVisvesvarayaSharadaPrasad,0.0,0.0,Neutral
 Thank you Tesla!,0.0,0.0,Neutral
_CREADOR - Tes!😘,0.0,0.0,Neutral
Tesla loses its head of AI and vision Andrej Karpathy – a big loss for the Autopilot team ,0.1,-0.15,Negative
Panasonic is building a battery factory in Kansas to supply Tesla with new 4680 cell ,0.45454545454545453,0.13636363636363635,Positive
"Tesla, Inc's quarterly revenue growth rate YoY of 80.50% ranked 509 out of 5722 companies in our database. 

 $TSLA

🚀🚀🚀🚀🚀 ",0.0,0.0,Neutral
Tesla battery supplier Panasonic teases impressive increases in capacity ,1.0,1.0,Positive
"一応…Apple Watchの Watch for Teslaアプリ起動したら色々操作出来るʕ•̫͡•ʔ

でも…アプリ開いてまでは使わない感じ笑

【まとめ】
文字盤から1ポチで操作出来るのは神♬ ",0.0,0.0,Neutral
chrisjockey Panasonic to build EV battery plant for Tesla in Kansas    chrisjockey,0.0,0.0,Neutral
" Agreed, Tesla will never get the robotaxi and FSD  and  is phked!",0.0,0.0,Neutral
 we want tesla,0.0,0.0,Neutral
"Has Quentin Tarantino gained weight? If he doesn’t respect himself, how can we expect him to respect Tesla?",0.0,0.0,Neutral
" blödes Spiel, wo ist die dritte Möglichkeit, den Tesla zu opfern, den ersetzt die Versicherung.
KI Nicht?
AutonomesFahren TNG: DatasHypothese",0.0,0.0,Neutral
Tesla's Head of AI and Autopilot Is Leaving the Company After 5 Years ,0.0,0.0,Neutral
Tesla's head of AI and Autopilot is leaving the company after 5 years : technology ,0.0,0.0,Neutral
"Hyundai IONIQ 6 อีวีซีดาน วิ่งได้ 610 กม. ท้าชน Tesla Model 3

อ่านเพิ่มเติม : 

PPTVHD36 ช่อง36 HyundaiIONIQ6 ฮุนได",0.0,0.0,Neutral
Can Tesla’s Stock Survive the Onslaught of Competition?  ,0.0,0.0,Neutral
"   No company is made of one man, not even Tesla, considering that Elon has one day to get out too",0.0,0.0,Neutral
"  そうなんですよね。あくまでは物理限界はあるので、そこに達しないように急激なG変化を起こさないことが大事ですね。
進行方向はまだいいですは、横Gの急激な変化はタイヤも不得意なので路面状況は危うい場合は、Teslaは特に注意が必要かと。
スタビリティの高さも落とし穴ですね😓",0.0,0.0,Neutral
"Trump Fires Back at Elon Musk, Says He’d Be ‘Worthless’ Without Government Subsidies, Bashes Tesla Cars",0.45,-0.4,Negative
Amerikada insanlar tesla arabalarini vw ile degistirmeye basliyormus…🤔 bizde burada tesla alma hayali kuruyoruz 😂,0.0,0.0,Neutral
SHARES OF TESLA DOWN ALMOST 1% IN EXTENDED TRADE AFTER SENIOR AI EXEC STEPS DOWN:,0.2888888888888889,-0.15555555555555559,Negative
@_bennettm_   Pretty sure that they mean the sentiment behind it. I kind of get why they are going down this avenue. Maybe eventually they will try to prove that Musk never had any intention of buying at all and just wanted to get more followers and publicity for Tesla and SpaceX. Who knows?,0.7093253968253969,0.14027777777777778,Positive
"TESLA’S DIRECTOR OF ARTIFICIAL INTELLIGENCE ANDREJ KARPATHY SAYS HE IS LEAVING THE COMPANY

ANDREJ KARPATHY RESIGNS AFTER 5 YEARS, SAYS “A DIFFICULT DECISION TO PAWAYS” – TWEET:",1.0,-0.55,Negative
"Tesla Battery Supplier Panasonic to Build $4 Billion EV Plant in Kansas, Aims to Create 4,000 Jobs 

SEO Google Apple  IOS cybersecurity Robotics IOT AI software telecom
 
Japan's Panasonic Energy Co, a major Tesla Inc supplier, said on Wed...",0.5,0.0625,Positive
"“There can be no conversation about DigitalTransformation in Africa without talking about power! Today we have the largest installation of Tesla Powerwalls within a network, that power our towers.”- Hardy Pemhiwa
▶️ Watch to discover more AfricanInsights ",0.5,0.5,Positive
" EX-ARM and Tesla Note, that's the plug",0.0,0.0,Neutral
 No. Way. ,0.0,0.0,Neutral
  _whales We’ll see what his net worth is once Tesla stock comes to a realistic valuation not some Cathie wood Monti Carlo analysis,0.14444444444444446,0.15555555555555556,Positive
